I5378S	0.016666666666666666	21.475	91.24285714285713
00002+1837	0.05	27.1375	112.60000000000001
00005+0356	0.09708333333333333	16.95	124.18571428571428
00005+1836	0.125	27.0	112.77142857142857
00006-0211	0.13333333333333333	0.8708333333333333	104.61428571428571
00006+3045	0.14166666666666666	41.416666666666664	68.52857142857142
00006+2142	0.14833333333333334	31.225	94.28571428571428
00006+2454	0.15	37.5	110.75714285714285
I5381	0.15666666666666668	25.308333333333334	160.44285714285715
N7814	0.17125	28.0125	14.999999999999998
00007+0320	0.175	8.0	114.41428571428571
00008+0820N	0.21791666666666668	13.125	170.0285714285714
00009+0525	0.225	11.25	88.4
00009+1628	0.225	23.0	89.92857142857143
00009+2705	0.23	28.091666666666665	109.85714285714286
00010+2256	0.255	35.829166666666666	103.27142857142857
00012+1555	0.3	28.75	91.6
N7816	0.31333333333333335	10.0125	74.87142857142858
N7817	0.35375	27.075	33.0
N7818	0.4	8.25	88.58571428571427
00017+1030	0.41208333333333336	17.683333333333334	112.67142857142858
00017+2219	0.425	26.75	63.45714285714286
N7819	0.45958333333333334	33.90833333333333	70.82857142857142
00019+4713	0.4666666666666667	50.17916666666667	75.27142857142857
00019+0534	0.475	13.5	44.542857142857144
N7820	0.48624999999999996	17.804166666666667	43.77142857142857
00020+2802	0.5	28.5	125.5
00022+2633	0.55	34.25	108.14285714285714
00023-0146	0.5625	10.645833333333334	101.57142857142857
00023-0151	0.575	11.75	101.98571428571428
00023+1655	0.5758333333333333	29.708333333333332	14.771428571428572
00025+0451	0.625	16.75	75.64285714285714
N7824	0.6341666666666667	15.6375	87.62857142857143
N7825	0.65	18.0	115.77142857142857
00027+0630	0.6670833333333334	13.4	89.87142857142858
00029+4616	0.7204166666666667	49.979166666666664	71.14285714285714
00029+0454	0.725	17.5	83.19999999999999
N7827	0.725	18.25	75.62857142857143
00028+3215	0.7266666666666667	35.791666666666664	148.88571428571427
00032+2710	0.8	29.5	107.58571428571427
00036+5416	0.9095833333333333	57.775	79.82857142857142
A0003+1955	0.9379166666666667	32.8625	110.42857142857143
00038+1709S	0.9466666666666667	19.270833333333332	77.82857142857144
00038+1709N	0.9483333333333334	19.383333333333333	78.71428571428571
N7834	1.025	9.25	74.72857142857143
00041+2553	1.0291666666666666	38.166666666666664	107.88571428571429
00042+0450	1.05	16.5	76.68571428571428
00043+1902	1.0666666666666667	19.641666666666666	112.77142857142857
00042+0821	1.0670833333333334	13.2875	75.10000000000001
N1	1.1720833333333334	33.458333333333336	64.92857142857143
N2	1.1770833333333333	33.016666666666666	107.85714285714286
N3	1.1779166666666667	8.345833333333333	55.714285714285715
N7831	1.1854166666666668	36.95	72.45714285714286
00049+4646	1.2	57.4375	75.38571428571429
00049+4643	1.2041666666666666	56.65416666666667	72.81428571428572
00051+2518	1.275	29.5	100.77142857142856
00052+4036	1.285	48.954166666666666	3.9000000000000004
N5	1.3075	36.2625	71.55714285714286
00053+2008	1.325	22.0	112.35714285714286
00053+3927	1.3283333333333334	45.59166666666667	190.2
N7836	1.3608333333333333	43.88333333333333	70.05714285714286
00055+0926	1.3804166666666666	15.5375	91.75714285714285
00056+2644	1.3970833333333332	36.87916666666667	124.87142857142857
00056+0730	1.4	14.5	169.22857142857143
00056+2715	1.4091666666666667	30.808333333333334	66.25714285714287
00059+0956	1.475	23.0	91.95714285714286
00059+1752	1.4891666666666667	30.266666666666666	180.4
00061-0100	1.5166666666666666	-0.7708333333333334	170.34285714285716
N11	1.5295833333333333	39.541666666666664	62.699999999999996
N12	1.5454166666666667	9.020833333333334	56.300000000000004
N14	1.55	23.054166666666667	12.357142857142856
N13	1.5533333333333332	35.3375	68.68571428571428
N9	1.58375	31.1	64.68571428571428
N15	1.6108333333333333	26.25	90.45714285714284
N16	1.62375	33.78333333333333	43.442857142857136
00069+4705	1.7175	48.166666666666664	73.61428571428571
00070+4751	1.7349999999999999	59.858333333333334	76.97142857142858
N20	1.7395833333333333	33.47083333333333	70.0142857142857
00071+4934	1.775	57.40416666666667	142.28571428571428
00072+2805	1.8	29.25	118.78571428571428
N22	1.805	35.27916666666667	118.74285714285715
00073+2631	1.8179166666666666	33.67916666666667	246.07142857142858
00073+0425	1.825	10.25	57.42857142857142
N23	1.8275	34.675	65.22857142857143
00074+2756W	1.8604166666666666	40.97083333333333	116.68571428571428
00077+3150	1.925	43.5	276.7142857142857
N26	1.96375	33.31666666666667	65.61428571428571
N27	1.9904166666666667	38.7875	100.47142857142858
00080+1619	2.0	20.75	149.02857142857144
N21	2.024583333333333	42.575	68.39999999999999
00081-0019	2.025	4.75	166.11428571428573
00081+3535	2.02625	43.62083333333333	87.9857142857143
00082+2818	2.0341666666666667	32.291666666666664	123.58571428571427
N29	2.0479166666666666	34.1	68.14285714285714
00083+2517	2.075	29.25	146.15714285714287
00084+2947	2.1	40.75	97.01428571428572
00085+0224	2.175	8.0	182.17142857142858
00087+2838	2.175	37.5	114.94285714285715
N36	2.2016666666666667	7.675	86.65714285714284
00091+2042	2.2829166666666665	30.445833333333333	198.57142857142858
00092+2814	2.29	31.325	114.88571428571429
00092+3250	2.3	44.5	200.82857142857142
00094+2607	2.35	27.75	64.42857142857143
00096+2738	2.390416666666667	36.5	107.01428571428572
00096+1146	2.4	22.5	90.6
I3	2.4	10.0	77.37142857142857
00097+2203	2.419583333333333	22.658333333333335	108.98571428571428
N39	2.4316666666666666	41.7625	69.38571428571429
00101+0514	2.505	8.341666666666667	121.05714285714285
00102+3306	2.55	34.5	67.94285714285714
N41	2.55	32.5	84.98571428571428
N42	2.575	33.5	85.44285714285714
00104+3858	2.5995833333333334	52.525	65.9
N43	2.6045833333333333	39.56666666666667	68.35714285714286
00104+1408	2.617916666666667	15.991666666666667	29.02857142857143
00105+1814	2.625	21.5	178.6142857142857
00107+1645	2.6758333333333333	27.325	12.200000000000001
00108+2806	2.7	29.5	104.81428571428572
I4	2.7183333333333333	20.108333333333334	71.48571428571428
00110+4825	2.7675	54.2625	74.1
00111+2955	2.7816666666666667	42.75	102.11428571428571
I1534	2.7816666666666667	60.09583333333333	74.62857142857143
00113+0326	2.825	9.5	168.60000000000002
I1535	2.8308333333333335	60.2	74.72857142857143
00113+3037	2.837083333333333	39.075	67.64285714285714
00114+1242	2.85	22.5	23.8
N48	2.850416666666667	61.35	25.37142857142857
00116+2816	2.9	32.0	102.0
N49	2.935	61.525	68.2
00118+2814	2.95	31.5	103.30000000000001
N51	2.9858333333333333	61.6625	76.44285714285715
00120-0100	2.9920833333333334	-0.7708333333333334	56.471428571428575
N52	3.0216666666666665	22.6125	77.02857142857142
00123+2603	3.0816666666666666	26.791666666666668	105.00000000000001
00124+1633	3.0954166666666665	24.3875	243.0
N57	3.2329166666666667	17.733333333333334	77.97142857142858
00131+2710	3.275	29.5	106.9
00131+2923	3.275	34.75	95.85714285714285
00132+1930	3.3	26.5	91.6
00132+1944	3.3	30.0	110.3
00132+1548	3.3183333333333334	27.170833333333334	60.18571428571428
N60	3.35	8.5	168.65714285714284
00136+1003	3.4	10.75	74.85714285714286
00138+2842	3.45	38.5	104.67142857142856
00138+3006	3.45	31.5	89.3
00140+3555	3.4875	48.80833333333333	151.35714285714286
00140+0120N	3.524583333333333	5.983333333333333	191.52857142857144
00142+0647	3.5395833333333333	17.970833333333335	56.65714285714286
00142+0026	3.55	6.5	191.97142857142856
00142+1204	3.55	13.0	16.228571428571428
00142+2920	3.5608333333333335	34.05416666666667	98.5
00143+2215	3.575	25.75	76.87142857142857
00143+2735	3.575	35.75	130.75714285714284
00143+2737	3.575	36.25	63.699999999999996
00144+2940	3.609166666666667	38.94583333333333	138.42857142857144
00144+4153	3.6125	54.25416666666667	72.44285714285714
00147+2956	3.66875	43.041666666666664	89.88571428571429
00147+0627	3.6870833333333333	12.683333333333334	80.72857142857143
00148+1747	3.7	29.154166666666665	77.75714285714285
00149+2559	3.725	39.75	106.51428571428572
00149-0114	3.725	2.5	76.94285714285715
00150+2956	3.75	43.0	69.05714285714286
00150+2423	3.77375	29.845833333333335	86.38571428571429
N63	3.795	13.575	16.57142857142857
00153+0003	3.825	0.75	76.72857142857143
